rolle,spieler,definition,label_de,scope_note,n,successes,rate,ci_low,ci_high,muted,shrunk_rate
QB,QB-28,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",32,18,0.5625,0.3766257315900935,0.7363618755890152,false,0.5546155653827255
QB,QB-28,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,32,8,0.25,0.11461600510260381,0.43404937492227846,false,0.22967805336580574
QB,QB-28,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,32,9,0.28125,0.13745690329550092,0.4674710996429345,false,0.24071752439457575
QB,QB-28,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,32,18,0.5625,0.3766257315900935,0.7363618755890152,false,0.5525293048329468
QB,QB-29,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",29,14,0.4827586206896552,0.2944855829517784,0.6746850036389438,false,0.49471419861729415
QB,QB-29,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,29,4,0.13793103448275862,0.03889483129592733,0.31664060943913774,false,0.1447814933683036
QB,QB-29,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,39,8,0.20512820512820512,0.09296392728299556,0.36464424069512036,false,0.18592114335861595
QB,QB-29,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,39,20,0.5128205128205128,0.34780220935733,0.6758192190348113,false,0.5144128735302809
QB,QB-30,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",27,14,0.5185185185185185,0.3194965461331649,0.7133274518680081,false,0.5214555066506614
QB,QB-30,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,27,7,0.25925925925925924,0.11114456284541839,0.4628487422761716,false,0.23368860111794165
QB,QB-30,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,27,10,0.37037037037037035,0.19400715871513385,0.5763204274957037,false,0.30027394661005896
QB,QB-30,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,27,14,0.5185185185185185,0.3194965461331649,0.7133274518680081,false,0.5190873189995612
QB,QB-31,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",26,11,0.4230769230769231,0.23352198312744346,0.630819619076034,false,0.4526070485020687
QB,QB-31,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,26,5,0.19230769230769232,0.06554810873677529,0.39350552793932186,false,0.18462439559344002
QB,QB-31,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,26,10,0.38461538461538464,0.2022602436550194,0.5942924647014073,false,0.3086148895714495
QB,QB-31,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,26,11,0.4230769230769231,0.23352198312744346,0.630819619076034,false,0.45017307786066013
QB,QB-32,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",22,9,0.4090909090909091,0.2070931229971492,0.6364530382702687,false,0.44668292956482725
QB,QB-32,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,22,5,0.22727272727272727,0.07820626035189253,0.4537036236621423,false,0.20770244504262
QB,QB-32,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,22,5,0.22727272727272727,0.07820626035189253,0.4537036236621423,false,0.19094175076788064
QB,QB-32,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,22,9,0.4090909090909091,0.2070931229971492,0.6364530382702687,false,0.44394471259324264
QB,QB-33,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",21,2,0.09523809523809523,0.011749317884450342,0.3037744069139112,false,0.23528560471207977
QB,QB-33,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,21,1,0.047619047619047616,0.0012048834483706452,0.23815990993682104,false,0.08537026585044645
QB,QB-33,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,21,1,0.047619047619047616,0.0012048834483706452,0.23815990993682104,false,0.06806890401845743
QB,QB-33,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,21,2,0.09523809523809523,0.011749317884450342,0.3037744069139112,false,0.2324590581607666
QB,QB-34,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",19,0,0.0,0.0,0.17646691180717206,false,0.18254668089911974
QB,QB-34,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,19,0,0.0,0.0,0.17646691180717206,false,0.05677511177116691
QB,QB-34,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,22,0,0.0,0.0,0.1543725128155746,false,0.03469175076788065
QB,QB-34,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,22,1,0.045454545454545456,0.001150147526581684,0.22844439766763597,false,0.19394471259324264
QB,QB-35,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",18,3,0.16666666666666666,0.03578508312157215,0.41417749139477616,false,0.29620906235980254
QB,QB-35,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,18,0,0.0,0.0,0.1853019681378522,false,0.05880279433442287
QB,QB-35,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,29,2,0.06896551724137931,0.008463962253001805,0.2276618899448342,false,0.07974707755313283
QB,QB-35,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,29,7,0.2413793103448276,0.10298355077261734,0.4354003459885334,false,0.3129802769995837
QB,QB-36,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",18,5,0.2777777777777778,0.09694921252553068,0.534801965583062,false,0.367637633788374
QB,QB-36,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,18,1,0.05555555555555555,0.0014055561673740594,0.2729435996732089,false,0.09451708004870858
QB,QB-36,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,19,1,0.05263157894736842,0.0013316288041848219,0.2602806541952142,false,0.07276331119214416
QB,QB-36,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,19,5,0.2631578947368421,0.0914657849072035,0.5120293453458727,false,0.3519389932063367
QB,QB-37,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",18,2,0.1111111111111111,0.01375121566436453,0.34712043860903735,false,0.2604947766455169
QB,QB-37,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,18,2,0.1111111111111111,0.01375121566436453,0.34712043860903735,false,0.1302313657629943
QB,QB-37,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,24,2,0.08333333333333333,0.010256341281364737,0.2699728015576036,false,0.09147458895800531
QB,QB-37,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,24,6,0.25,0.0977304094745333,0.46711280242266945,false,0.3295950236171695
QB,QB-38,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",17,9,0.5294117647058824,0.27811830033110513,0.7701673127340251,false,0.5294019905953508
QB,QB-38,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,17,0,0.0,0.0,0.1950643229687386,false,0.06098067560606816
QB,QB-38,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,17,1,0.058823529411764705,0.0014881743912705774,0.2868893966672221,false,0.07815318609526595
QB,QB-38,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,17,9,0.5294117647058824,0.27811830033110513,0.7701673127340251,false,0.5261566964068061
QB,QB-39,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",16,4,0.25,0.07266203825288221,0.5237708198961276,false,0.3574559133105566
QB,QB-39,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,16,1,0.0625,0.0015811117227692007,0.30232073843456103,false,0.10178762466784
QB,QB-39,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,17,1,0.058823529411764705,0.0014881743912705774,0.2868893966672221,false,0.07815318609526595
QB,QB-39,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,17,5,0.29411764705882354,0.10313551437031993,0.5595827187543372,false,0.37800854825865793
QB,QB-40,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",15,8,0.5333333333333333,0.2658613472773967,0.7873332704806848,false,0.5317541498429789
QB,QB-40,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,15,3,0.2,0.04331200510583602,0.48089113380685317,false,0.18585912965455362
QB,QB-40,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,15,3,0.2,0.04331200510583602,0.48089113380685317,false,0.16440544098288723
QB,QB-40,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,15,8,0.5333333333333333,0.2658613472773967,0.7873332704806848,false,0.5282492321193506
QB,QB-41,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",15,8,0.5333333333333333,0.2658613472773967,0.7873332704806848,false,0.5317541498429789
QB,QB-41,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,15,6,0.4,0.16336432385951336,0.6771302337934105,false,0.3058591296545536
QB,QB-41,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,15,6,0.4,0.16336432385951336,0.6771302337934105,false,0.2844054409828872
QB,QB-41,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,15,8,0.5333333333333333,0.2658613472773967,0.7873332704806848,false,0.5282492321193506
QB,Sonstige (n<15),baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",111,49,0.44144144144144143,0.3472713767726454,0.5388143984057652,false,0.4487095350915246
QB,Sonstige (n<15),baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,111,16,0.14414414414414414,0.08469356473671413,0.22350306501652004,false,0.14583866315176727
QB,Sonstige (n<15),explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,149,19,0.12751677852348994,0.07855057791145442,0.1919523596041376,false,0.12647884292183761
QB,Sonstige (n<15),success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,149,70,0.4697986577181208,0.38762948766614885,0.5531926182487512,false,0.47299516228291677
Receiver,Sonstige (n<15),baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",138,94,0.6811594202898551,0.5964965623335431,0.7578519831582669,false,0.6848585770994055
Receiver,Sonstige (n<15),baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,138,29,0.21014492753623187,0.1454827453304733,0.28765851749182764,false,0.2128399970979544
Receiver,Sonstige (n<15),explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,188,19,0.10106382978723404,0.061951354939505245,0.15332044876102507,false,0.10272844548462924
Receiver,Sonstige (n<15),success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,188,124,0.6595744680851063,0.587067062695435,0.7269584984483562,false,0.6627646989837803
Receiver,WR-01,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",462,326,0.7056277056277056,0.6617623786542436,0.7468372915137781,false,0.7062692148532034
Receiver,WR-01,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,462,101,0.21861471861471862,0.181748811306441,0.25912682260076586,false,0.21928033807308742
Receiver,WR-01,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,462,50,0.10822510822510822,0.08140038186513911,0.1401852679375415,false,0.1087716784024504
Receiver,WR-01,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,462,325,0.7034632034632035,0.6595239612507001,0.7447748399834879,false,0.703871632200823
Receiver,WR-02,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",431,314,0.728538283062645,0.6839177263462579,0.7699893867161581,false,0.7287053728134059
Receiver,WR-02,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,431,115,0.2668213457076566,0.22562934477365237,0.31124775616687544,false,0.2664406339467058
Receiver,WR-02,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,431,68,0.15777262180974477,0.12464778605690081,0.19567901928203468,false,0.1572340866348222
Receiver,WR-02,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,431,312,0.7238979118329466,0.6790889251311631,0.7656023574372581,false,0.7238716789088174
Receiver,WR-03,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",404,298,0.7376237623762376,0.6918451624105971,0.7798821718034044,false,0.7375822932625893
Receiver,WR-03,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,404,115,0.28465346534653463,0.24113176628684266,0.3313624954909109,false,0.2838171970301866
Receiver,WR-03,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,404,64,0.15841584158415842,0.12418769353518946,0.19774086439111166,false,0.15782664784047484
Receiver,WR-03,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,404,293,0.7252475247524752,0.6789353670851346,0.7682245497863747,false,0.7251869816395857
Receiver,WR-04,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",377,275,0.7294429708222812,0.6815838905472644,0.7736573101894526,false,0.7296099984772919
Receiver,WR-04,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,377,87,0.23076923076923078,0.18917235399546292,0.27665131798376336,false,0.23126697563435983
Receiver,WR-04,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,377,49,0.129973474801061,0.09772423381101623,0.1681686138486225,false,0.13007811939523667
Receiver,WR-04,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,377,271,0.7188328912466844,0.6705254708460086,0.763665607321923,false,0.7189338769994534
Receiver,WR-05,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",363,284,0.7823691460055097,0.7363231780970861,0.8237409372552664,false,0.7811235104844825
Receiver,WR-05,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,363,108,0.2975206611570248,0.25093420653681026,0.3474459152315476,false,0.296247505550931
Receiver,WR-05,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,363,47,0.12947658402203857,0.09670802741676107,0.16843371786784847,false,0.1295984777639587
Receiver,WR-05,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,363,277,0.7630853994490359,0.7159199392852207,0.8059009773506003,false,0.762003781229996
Receiver,WR-06,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",363,259,0.7134986225895317,0.6639966299865218,0.7594787009567869,false,0.7140993817981555
Receiver,WR-06,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,363,101,0.27823691460055094,0.23273364606527566,0.32739961446823124,false,0.2774807495187594
Receiver,WR-06,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,363,40,0.11019283746556474,0.07989938509656894,0.14701921096189802,false,0.1108317217317871
Receiver,WR-06,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,363,250,0.6887052341597796,0.6382962206411043,0.7360039931883962,false,0.6896177222487627
Receiver,WR-07,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",362,275,0.7596685082872928,0.7122478321803345,0.8027845686423567,false,0.7590297564804086
Receiver,WR-07,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,362,85,0.23480662983425415,0.1920853348404564,0.281925481449904,false,0.23521591282391735
Receiver,WR-07,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,362,40,0.11049723756906077,0.08012349420201953,0.14741681749095809,false,0.11112965646762524
Receiver,WR-07,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,362,272,0.7513812154696132,0.7035263552601557,0.795070661819833,false,0.7506113182763131
Receiver,WR-08,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",360,251,0.6972222222222222,0.6468866931333254,0.7442787476321742,false,0.6982677551640865
Receiver,WR-08,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,360,86,0.2388888888888889,0.19575871604865044,0.28637235047218246,false,0.23919005289323583
Receiver,WR-08,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,360,52,0.14444444444444443,0.10979638614504621,0.18506868978224375,false,0.1441627897458286
Receiver,WR-08,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,360,246,0.6833333333333333,0.6325277209080861,0.7310922043265018,false,0.6843984064832122
Receiver,WR-09,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",306,235,0.7679738562091504,0.7165694146993347,0.8141066127342477,false,0.7669590804136456
Receiver,WR-09,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,306,72,0.23529411764705882,0.1889002946023346,0.2868942815529547,false,0.235760504969928
Receiver,WR-09,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,307,33,0.10749185667752444,0.07515635448819129,0.1476386238499489,false,0.10832880822068325
Receiver,WR-09,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,307,232,0.755700325732899,0.703671836662267,0.802718904459458,false,0.7546606006270931
Receiver,WR-10,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",291,228,0.7835051546391752,0.7316926218557283,0.8294419256236185,false,0.7819238186402392
Receiver,WR-10,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,291,78,0.26804123711340205,0.2180250534651164,0.32285009076402277,false,0.2674429221611204
Receiver,WR-10,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,291,42,0.14432989690721648,0.10604118840567266,0.19004509743248404,false,0.14398748241181591
Receiver,WR-10,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,291,223,0.7663230240549829,0.7134042627371353,0.8137285831013491,false,0.7648751176039484
Receiver,WR-11,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",246,164,0.6666666666666666,0.6039828381725444,0.7252769852608719,false,0.6693713648855938
Receiver,WR-11,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,246,65,0.26422764227642276,0.210238832637733,0.3239955663018723,false,0.2636731233222549
Receiver,WR-11,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,247,38,0.15384615384615385,0.11122838129575668,0.2049961140226076,false,0.1530748334862124
Receiver,WR-11,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,247,163,0.659919028340081,0.5971641127023238,0.7187822123285966,false,0.6623634645867257
