index,season,competition_id,competition_name,competition_league,gender,game_id,game_type,game_group_id,game_group,half,summary,action_title,down,down_desc,down_after,down_after_desc,yards_to_go,yards_to_go_after,possession_time,home_team,away_team,home_score,away_score,stream_url,passer,receiver,rusher,tackle_player,interception_player,sack_player,play_result,penalty,safety,pass_depth,play_location,air_yards,yards_after_catch,drive_id,play_id,half_end,play_type,complete_pass,interception,touchdown,point_after,point_after_success,def_touchdown,one_point_conv_success,two_point_conv_success,defensive_two_point_conv,scoring_play,posteam,defteam,posteam_after,defteam_after,yardline_50,yardline_50_after,yards_gained,yards_to_go_simple,first_down,scoring_play_team,home_team_points,away_team_points,home_team_score,away_team_score,posteam_score,defteam_score,score_differential
51,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,1,#10 Saskia Stribrny Short middle pass incomplete to #4 Magdalena Helm,Pass incomplete,2,2nd,3,3rd,6,6,0:27,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,10,,,,,,incomplete,0,0,Short,middle,0,0,8,51,0,pass,0,0,0,0,0,0,0,0,0,0,25,16,25,16,19,19,0,2,0,,,,14,19,19,14,5
52,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,1,"#10 Saskia Stribrny Short left pass complete to #13 Anna Valenta for 8 yards to the JPN23, #13 Anna Valenta run for 3 yards<em> to</em><em> JPN20</em><em> for a gain of</em><em> 11</em><em> yards</em>, out of bounds<strong>. 1st down Austria</strong>",11 yard pass,3,3rd,1,1st,6,20,0:27,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,10,13,,,,,complete,0,0,Short,left,8,3,8,52,0,pass,1,0,0,0,0,0,0,0,0,0,25,16,25,16,19,30,11,2,1,,,,14,19,19,14,5
53,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,1,Japan timeout. Time left 00:03,Timeout Austria,1,1st,1,1st,20,0,0:27,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,,,,,timeout,0,0,,left,0,0,8,53,0,no_play,0,0,0,0,0,0,0,0,0,0,25,16,25,16,30,50,20,4,0,,,,14,19,19,14,5
54,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,1,"#13 Anna Valenta rush left for 15 yards, tackled by #7 Yurika Omi",15 yard rush,1,1st,2,2nd,20,5,0:27,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,13,7,,,rush,0,0,,left,0,0,8,54,1,rush,0,0,0,0,0,0,0,0,0,0,25,16,25,16,30,45,15,4,0,,,,14,19,19,14,5
55,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2,"#10 Saskia Stribrny Deep left pass complete to #4 Magdalena Helm for 20 yards to the AUT25, #4 Magdalena Helm run for 25 yards<strong>, touchdown</strong>. Time left 19:53",Touchdown,1,1st,1,1st,20,,00:00,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,10,4,,,,,complete,0,0,Deep,left,20,25,9,55,0,pass,1,0,1,0,0,0,0,0,0,1,25,16,25,16,5,50,45,4,1,25,,6,14,25,25,14,11
56,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2," Austria, pass attempt, good",Touchdown,0,PAT 5 yards,1,1st,,,00:00,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,,,,,good,0,0,,,0,0,9,56,0,pass,0,0,0,1,1,0,1,0,0,1,25,16,16,25,50,50,0,0,0,25,,1,14,26,26,14,12
57,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2,"#10 Chihiro Iwata Short middle pass complete to #22 Tomoyo Yagi for 5 yards to the JPN10, #22 Tomoyo Yagi run for 3 yards<em> to</em><em> JPN13</em><em> for a gain of</em><em> 8</em><em> yards</em>, end of play<strong>, penalty</strong> Japan Illegal Contact Offence, 2 yard penalty to JPN3, loss of down",-2 yard pass,1,1st,2,2nd,20,22,4:13,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,10,22,,,,,complete,1,0,Short,middle,5,3,10,57,0,pass,1,0,0,0,0,0,0,0,0,0,16,25,16,25,5,3,-2,4,0,,,,14,26,14,26,-12
58,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2,"#9 Yuri Nakahata rush right for 10 yards, tackled by #17 Sophie Spitzer<strong>, penalty</strong> Austria Illegal contact defense, 11 yard penalty to JPN24<strong>. 1st down Japan</strong>",21 yard rush,2,2nd,1,1st,22,1,4:13,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,9,17,,,rush,1,0,,right,0,0,10,58,0,rush,0,0,0,0,0,0,0,0,0,0,16,25,16,25,3,24,21,5,0,,,,14,26,14,26,-12
59,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2,"#10 Chihiro Iwata Short left pass complete to #2 Koyuki Morinaga for 14 yards to the AUT12, #2 Koyuki Morinaga run for 3 yards<em> to</em><em> AUT9</em><em> for a gain of</em><em> 17</em><em> yards</em>, tackled by #17 Sophie Spitzer<strong>. 1st down Japan</strong>",17 yard pass,1,1st,1,1st,1,9,4:13,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,10,2,,17,,,complete,0,0,Short,left,14,3,10,59,0,pass,1,0,0,0,0,0,0,0,0,0,16,25,16,25,24,41,17,1,1,,,,14,26,14,26,-12
60,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2,"#7 Yurika Omi Short middle pass complete to #2 Koyuki Morinaga for 2 yards to the AUT7, #2 Koyuki Morinaga run for 1 yards<em> to</em><em> AUT6</em><em> for a gain of</em><em> 3</em><em> yards</em>, tackled by #7 Annika Wendschlag",3 yard pass,1,1st,2,2nd,9,6,4:13,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,7,2,,7,,,complete,0,0,Short,middle,2,1,10,60,0,pass,1,0,0,0,0,0,0,0,0,0,16,25,16,25,41,44,3,2,0,,,,14,26,14,26,-12
61,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2,"#7 Yurika Omi rush up middle for 6 yards<strong>, touchdown</strong>. Time left 15:40",Touchdown,2,2nd,1,1st,6,,4:13,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,7,,,,rush,0,0,,middle,0,0,10,61,0,rush,0,0,1,0,0,0,0,0,0,1,16,25,16,25,44,50,6,2,0,16,6,,20,26,20,26,-6
62,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2,"#10 Chihiro Iwata Short right pass complete to #7 Yurika Omi for 4 yards to the AUT1, #7 Yurika Omi run for 1 yards, scored",Touchdown,0,PAT 5 yards,1,1st,,,4:13,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,10,7,,,,,complete,0,0,Short,right,4,1,10,62,0,pass,1,0,0,1,0,0,0,0,0,0,16,25,25,16,0,0,0,0,0,,,,20,26,20,26,-6
63,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2,"#10 Saskia Stribrny Short right pass complete to #1 Franzisca Tabitha Sottner for 5 yards to the AUT10, #1 Franzisca Tabitha Sottner run for 5 yards<em> to</em><em> AUT15</em><em> for a gain of</em><em> 10</em><em> yards</em>, tackled by #14 Akari Kitazaki",10 yard pass,1,1st,2,2nd,20,10,2:17,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,10,1,,14,,,complete,0,0,Short,right,5,5,11,63,0,pass,1,0,0,0,0,0,0,0,0,0,25,16,25,16,5,15,10,4,0,,,,20,26,26,20,6
64,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2,"#10 Saskia Stribrny  pass complete to #1 Franzisca Tabitha Sottner for 5 yards to the AUT20, #1 Franzisca Tabitha Sottner run for 1 yards<em> to</em><em> AUT21</em><em> for a gain of</em><em> 6</em><em> yards</em>, tackled by #40 Renka Saito",6 yard pass,2,2nd,3,3rd,10,4,2:17,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,10,1,,40,,,complete,0,0,,,5,1,11,64,0,pass,1,0,0,0,0,0,0,0,0,0,25,16,25,16,15,21,6,2,0,,,,20,26,26,20,6
65,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2,"#10 Saskia Stribrny Deep right pass complete to #1 Franzisca Tabitha Sottner for 23 yards to the JPN6, #1 Franzisca Tabitha Sottner run for 6 yards<strong>, touchdown</strong>. Time left 13:23",Touchdown,3,3rd,1,1st,4,,2:17,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,10,1,,,,,complete,0,0,Deep,right,23,6,11,65,0,pass,1,0,1,0,0,0,0,0,0,1,25,16,25,16,21,50,29,1,1,25,,6,20,32,32,20,12
66,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2," Austria, pass attempt, good",Touchdown,0,PAT 5 yards,1,1st,,,2:17,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,,,,,good,0,0,,,0,0,11,66,0,pass,0,0,0,1,1,0,1,0,0,1,25,16,16,25,50,50,0,0,0,25,,1,20,33,33,20,13
67,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2,"#10 Chihiro Iwata Short middle pass complete to #7 Yurika Omi for 7 yards to the JPN12, #7 Yurika Omi run for 1 yards<em> to</em><em> JPN13</em><em> for a gain of</em><em> 8</em><em> yards</em>, tackled by #8 Daniela Hader",8 yard pass,1,1st,2,2nd,20,12,6:07,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,10,7,,8,,,complete,0,0,Short,middle,7,1,12,67,0,pass,1,0,0,0,0,0,0,0,0,0,16,25,16,25,5,13,8,4,0,,,,20,33,20,33,-13
68,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2,"#10 Chihiro Iwata Short right pass complete to #9 Yuri Nakahata for 9 yards to the JPN22, #9 Yuri Nakahata run for 9 yards<em> to</em><em> AUT19</em><em> for a gain of</em><em> 18</em><em> yards</em>, tackled by #17 Sophie Spitzer<strong>, penalty</strong> Japan Illegal forward pass, 5 yard penalty to JPN8, loss of down",-5 yard pass,2,2nd,3,3rd,12,17,6:07,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,10,9,,17,,,complete,1,0,Short,right,9,9,12,68,0,pass,1,0,0,0,0,0,0,0,0,0,16,25,16,25,13,8,-5,3,0,,,,20,33,20,33,-13
69,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2,#10 Chihiro Iwata  pass incomplete#17 Sophie Spitzer,Pass incomplete,3,3rd,4,4th,17,17,6:07,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,10,,,,,,incomplete,0,0,,,0,0,12,69,0,pass,0,0,0,0,0,0,0,0,0,0,16,25,16,25,8,8,0,4,0,,,,20,33,20,33,-13
70,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2,"#10 Chihiro Iwata Deep left pass complete to #9 Yuri Nakahata for 18 yards to the AUT24, #9 Yuri Nakahata run for 1 yards<em> to</em><em> AUT23</em><em> for a gain of</em><em> 19</em><em> yards</em>, tackled by #8 Daniela Hader<strong>. 1st down Japan</strong>",19 yard pass,4,4th,1,1st,17,23,6:07,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,10,9,,8,,,complete,0,0,Deep,left,18,1,12,70,0,pass,1,0,0,0,0,0,0,0,0,0,16,25,16,25,8,27,19,4,1,,,,20,33,20,33,-13
71,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2,"#7 Yurika Omi rush up middle for 16 yards, out of bounds",16 yard rush,1,1st,2,2nd,23,7,6:07,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,7,,,,rush,0,0,,middle,0,0,12,71,0,rush,0,0,0,0,0,0,0,0,0,0,16,25,16,25,27,43,16,5,0,,,,20,33,20,33,-13
72,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2,"#7 Yurika Omi rush right for 6 yards, tackled by #12 Jasmin Gruner-Straka",6 yard rush,2,2nd,3,3rd,7,1,6:07,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,7,12,,,rush,0,0,,right,0,0,12,72,0,rush,0,0,0,0,0,0,0,0,0,0,16,25,16,25,43,49,6,2,0,,,,20,33,20,33,-13
73,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2,#10 Chihiro Iwata Short left pass incomplete to #9 Yuri Nakahata,Pass incomplete,3,3rd,4,4th,1,1,6:07,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,10,,,,,,incomplete,0,0,Short,left,0,0,12,73,0,pass,0,0,0,0,0,0,0,0,0,0,16,25,16,25,49,49,0,1,0,,,,20,33,20,33,-13
74,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2,"#10 Chihiro Iwata Short left pass complete to #7 Yurika Omi for 1 yards to the AUT0<strong>, touchdown</strong>. Time left 07:16",Touchdown,4,4th,1,1st,1,,6:07,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,10,7,,,,,complete,0,0,Short,left,1,0,12,74,0,pass,1,0,1,0,0,0,0,0,0,1,16,25,16,25,49,50,1,1,0,16,6,,26,33,26,33,-7
75,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2," Japan, pass attempt, good",Touchdown,0,PAT 5 yards,1,1st,,,6:07,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,,,,,good,0,0,,,0,0,12,75,0,pass,0,0,0,1,1,0,1,0,0,1,16,25,25,16,0,0,0,0,0,16,1,,27,33,27,33,-6
76,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2,"#10 Saskia Stribrny Short middle pass complete to #6 Katrin Mansbart for 9 yards to the AUT14, #6 Katrin Mansbart run for 5 yards<em> to</em><em> AUT19</em><em> for a gain of</em><em> 14</em><em> yards</em>, tackled by #14 Akari Kitazaki",14 yard pass,1,1st,2,2nd,20,6,2:28,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,10,6,,14,,,complete,0,0,Short,middle,9,5,13,76,0,pass,1,0,0,0,0,0,0,0,0,0,25,16,25,16,5,19,14,4,0,,,,27,33,33,27,6
77,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2,"#1 Franzisca Tabitha Sottner rush up middle for 5 yards, tackled by #5 Asahi Kanatani",5 yard rush,2,2nd,3,3rd,6,1,2:28,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,1,5,,,rush,0,0,,middle,0,0,13,77,0,rush,0,0,0,0,0,0,0,0,0,0,25,16,25,16,19,24,5,2,0,,,,27,33,33,27,6
78,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2,"#10 Saskia Stribrny Short middle pass complete to #1 Franzisca Tabitha Sottner for 10 yards to the JPN16, #1 Franzisca Tabitha Sottner run for 16 yards<strong>, touchdown</strong>. Time left 04:48",Touchdown,3,3rd,1,1st,1,,2:28,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,10,1,,,,,complete,0,0,Short,middle,10,16,13,78,0,pass,1,0,1,0,0,0,0,0,0,1,25,16,25,16,24,50,26,1,1,25,,6,27,39,39,27,12
79,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2," Austria, pass attempt, good",Touchdown,0,PAT 5 yards,1,1st,,,2:28,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,,,,,good,0,0,,,0,0,13,79,0,pass,0,0,0,1,1,0,1,0,0,1,25,16,16,25,50,50,0,0,0,25,,1,27,40,40,27,13
80,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2,"#10 Chihiro Iwata Deep left pass complete to #9 Yuri Nakahata for 16 yards to the JPN21, #9 Yuri Nakahata run for 11 yards<em> to</em><em> AUT18</em><em> for a gain of</em><em> 27</em><em> yards</em>, tackled by #22 Sophie Lisa Einfal<strong>. 1st down Japan</strong>",27 yard pass,1,1st,1,1st,20,18,2:08,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,10,9,,22,,,complete,0,0,Deep,left,16,11,14,80,0,pass,1,0,0,0,0,0,0,0,0,0,16,25,16,25,5,32,27,4,1,,,,27,40,27,40,-13
81,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2,"#10 Chihiro Iwata Short middle pass complete to #7 Yurika Omi for 4 yards to the AUT14, #7 Yurika Omi run for 4 yards<em> to</em><em> AUT10</em><em> for a gain of</em><em> 8</em><em> yards</em>, tackled by #12 Jasmin Gruner-Straka",8 yard pass,1,1st,2,2nd,18,10,2:08,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,10,7,,12,,,complete,0,0,Short,middle,4,4,14,81,0,pass,1,0,0,0,0,0,0,0,0,0,16,25,16,25,32,40,8,4,0,,,,27,40,27,40,-13
82,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2,"#10 Chihiro Iwata Short left pass complete to #22 Tomoyo Yagi for 10 yards to the AUT0<strong>, touchdown</strong>. Time left 02:40",Touchdown,2,2nd,1,1st,10,,2:08,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,10,22,,,,,complete,0,0,Short,left,10,0,14,82,0,pass,1,0,1,0,0,0,0,0,0,1,16,25,16,25,40,50,10,2,0,16,6,,33,40,33,40,-7
83,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2," Japan, pass attempt, good",Touchdown,0,PAT 5 yards,1,1st,,,2:08,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,,,,,good,0,0,,,0,0,14,83,0,pass,0,0,0,1,1,0,1,0,0,1,16,25,25,16,0,0,0,0,0,16,1,,34,40,34,40,-6
84,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2,"#10 Saskia Stribrny Short left pass complete to #13 Anna Valenta for 4 yards to the AUT9, #13 Anna Valenta run for 2 yards<em> to</em><em> AUT11</em><em> for a gain of</em><em> 6</em><em> yards</em>, tackled by #21 Tomoko Higuchi",6 yard pass,1,1st,2,2nd,20,14,0:09,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,10,13,,21,,,complete,0,0,Short,left,4,2,15,84,0,pass,1,0,0,0,0,0,0,0,0,0,25,16,25,16,5,11,6,4,0,,,,34,40,40,34,6
85,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2,Japan timeout. Time left 01:54,Timeout Austria,2,2nd,2,2nd,14,14,0:09,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,,,,,timeout,0,0,,left,0,0,15,85,0,no_play,0,0,0,0,0,0,0,0,0,0,25,16,25,16,11,50,39,3,1,,,,34,40,40,34,6
86,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2,"#10 Saskia Stribrny Short middle pass complete to #6 Katrin Mansbart for 4 yards to the AUT15, #6 Katrin Mansbart run for 7 yards<em> to</em><em> AUT22</em><em> for a gain of</em><em> 11</em><em> yards</em>, tackled by #21 Tomoko Higuchi",11 yard pass,2,2nd,3,3rd,14,3,0:09,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,10,6,,21,,,complete,0,0,Short,middle,4,7,15,86,0,pass,1,0,0,0,0,0,0,0,0,0,25,16,25,16,11,22,11,3,0,,,,34,40,40,34,6
87,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2,Japan timeout. Time left 01:48,Timeout Austria,3,3rd,3,3rd,3,3,0:09,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,,,,,timeout,0,0,,left,0,0,15,87,0,no_play,0,0,0,0,0,0,0,0,0,0,25,16,25,16,22,50,28,1,1,,,,34,40,40,34,6
88,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2,#10 Saskia Stribrny Short left pass incomplete to #13 Anna Valenta,Pass incomplete,3,3rd,4,4th,3,3,0:09,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,10,,,,,,incomplete,0,0,Short,left,0,0,15,88,0,pass,0,0,0,0,0,0,0,0,0,0,25,16,25,16,22,22,0,1,0,,,,34,40,40,34,6
89,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2,"#10 Saskia Stribrny Short left pass incomplete to #16 Karoline Kugler<strong>, penalty</strong> Austria Offensive shielding, declined. Time left 01:39",Pass incomplete,4,4th,1,1st,3,20,0:09,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,10,,,,,,incomplete,1,0,Short,left,0,0,15,89,0,pass,0,0,0,0,0,0,0,0,0,0,25,16,16,25,22,22,0,1,0,,,,34,40,40,34,6
90,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2,"#10 Chihiro Iwata Short left pass complete to #22 Tomoyo Yagi for 6 yards to the JPN11, #22 Tomoyo Yagi run for no gain<em> to</em><em> JPN11</em><em> for a gain of</em><em> 6</em><em> yards</em>, out of bounds",6 yard pass,1,1st,2,2nd,20,14,0:04,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,10,22,,,,,complete,0,0,Short,left,6,0,16,90,0,pass,1,0,0,0,0,0,0,0,0,0,16,25,16,25,5,11,6,4,0,,,,34,40,34,40,-6
91,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2,"#9 Yuri Nakahata rush right for 10 yards, tackled by #7 Annika Wendschlag",10 yard rush,2,2nd,3,3rd,14,4,0:04,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,9,7,,,rush,0,0,,right,0,0,16,91,0,rush,0,0,0,0,0,0,0,0,0,0,16,25,16,25,11,21,10,3,0,,,,34,40,34,40,-6
92,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2,"#10 Chihiro Iwata Short right pass complete to #22 Tomoyo Yagi for 3 yards to the JPN24, #22 Tomoyo Yagi run for 6 yards<em> to</em><em> AUT20</em><em> for a gain of</em><em> 9</em><em> yards</em>, tackled by #12 Jasmin Gruner-Straka<strong>. 1st down Japan</strong>",9 yard pass,3,3rd,1,1st,4,20,0:04,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,10,22,,12,,,complete,0,0,Short,right,3,6,16,92,0,pass,1,0,0,0,0,0,0,0,0,0,16,25,16,25,21,30,9,1,1,,,,34,40,34,40,-6
93,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2,"#7 Yurika Omi rush left for 8 yards, tackled by #22 Sophie Lisa Einfal",8 yard rush,1,1st,2,2nd,20,12,0:04,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,7,22,,,rush,0,0,,left,0,0,16,93,0,rush,0,0,0,0,0,0,0,0,0,0,16,25,16,25,30,38,8,4,0,,,,34,40,34,40,-6
94,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2,Austria timeout. Time left 00:55,Timeout Japan,2,2nd,2,2nd,12,50,0:04,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,,,,,timeout,0,0,,left,0,0,16,94,0,no_play,0,0,0,0,0,0,0,0,0,0,16,25,16,25,38,0,-38,3,0,,,,34,40,34,40,-6
95,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2,"#88 Fuyuki Hamaguchi rush left for 6 yards, tackled by #22 Sophie Lisa Einfal",6 yard rush,2,2nd,3,3rd,12,6,0:04,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,88,22,,,rush,0,0,,left,0,0,16,95,0,rush,0,0,0,0,0,0,0,0,0,0,16,25,16,25,38,44,6,3,0,,,,34,40,34,40,-6
96,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2,Austria timeout. Time left 00:48,Timeout Japan,3,3rd,3,3rd,6,50,0:04,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,,,,,timeout,0,0,,left,0,0,16,96,0,no_play,0,0,0,0,0,0,0,0,0,0,16,25,16,25,44,0,-44,2,0,,,,34,40,34,40,-6
97,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2,"#10 Chihiro Iwata Short right pass complete to #2 Koyuki Morinaga for 4 yards to the AUT2, #2 Koyuki Morinaga run for 2 yards<strong>, touchdown</strong>. Time left 00:44",Touchdown,3,3rd,1,1st,6,,0:04,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,10,2,,,,,complete,0,0,Short,right,4,2,16,97,0,pass,1,0,1,0,0,0,0,0,0,1,16,25,16,25,44,50,6,2,0,16,6,,40,40,40,40,0
98,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2," Japan, pass attempt, miss",Extra point attempt,0,PAT 5 yards,1,1st,,,0:04,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,,,,,miss,0,0,,,0,0,16,98,0,pass,0,0,0,1,0,0,0,0,0,0,16,25,25,16,0,0,0,0,0,,,,40,40,40,40,0
99,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2,"#10 Saskia Stribrny Short right pass complete to #16 Karoline Kugler for 16 yards to the AUT21, #16 Karoline Kugler run for 1 yards<em> to</em><em> AUT22</em><em> for a gain of</em><em> 17</em><em> yards</em>, out of bounds",17 yard pass,1,1st,2,2nd,20,3,0:15,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,10,16,,,,,complete,0,0,Short,right,16,1,17,99,0,pass,1,0,0,0,0,0,0,0,0,0,25,16,25,16,5,22,17,4,0,,,,40,40,40,40,0
100,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2,#10 Saskia Stribrny Short left pass incomplete to #4 Magdalena Helm,Pass incomplete,2,2nd,3,3rd,3,3,0:15,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,10,,,,,,incomplete,0,0,Short,left,0,0,17,100,0,pass,0,0,0,0,0,0,0,0,0,0,25,16,25,16,22,22,0,1,0,,,,40,40,40,40,0
101,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2,#10 Saskia Stribrny Short right pass incomplete to #16 Karoline Kugler,Pass incomplete,3,3rd,4,4th,3,3,0:15,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,10,,,,,,incomplete,0,0,Short,right,0,0,17,101,0,pass,0,0,0,0,0,0,0,0,0,0,25,16,25,16,22,22,0,1,0,,,,40,40,40,40,0
102,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2,"#10 Saskia Stribrny Deep middle pass incomplete to #4 Magdalena Helm, #21 Tomoko Higuchi. Time left 00:29",Pass incomplete,4,4th,1,1st,3,20,0:15,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,10,,,,,,incomplete,0,0,Deep,middle,0,0,17,102,0,pass,0,0,0,0,0,0,0,0,0,0,25,16,16,25,22,22,0,1,0,,,,40,40,40,40,0
103,2024,2,FlagWC,World cup,2,1101,Playoffs,104,3-4,2,"TM rush kneel down for loss of 1 yards, end of play",-1 yard rush,1,1st,2,2nd,20,21,0:29,16,25,41,40,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,,,,,rush,0,0,,,0,0,18,103,1,rush,0,0,0,0,0,0,0,0,0,0,16,25,4,19,5,4,-1,4,0,,,,40,40,40,40,0
